"id","mapping_id","met_id","met_elements","met_atompositions","met_symmetry_elements","met_symmetry_atompositions","used_","comment_","met_mapping","base_met_ids","base_met_elements","base_met_atompositions","base_met_symmetry_elements","base_met_symmetry_atompositions","base_met_indices"
149,"central03","ile_DASH_L_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,"central03","fprica_c","{C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,"central03","air_c","{C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,"central03","hco3","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,"central03","5caiz_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,"central03","5aizc_c","{C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,"central03","gar_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,"central03","fgam_c","{C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,"central03","fpram_c","{C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,"central03","25aics_c","{C,C,C,C,C,C,C,C,C,C,C,C,C}","{0,1,2,3,4,5,6,7,8,9,10,11,12}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,"central03","3c2hmp_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,"central03","3c4mop_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,"central03","2ippm_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,"central03","3c3hmp_c","{C,C,C,C,C,C,C}","{0,1,2,3,4,5,6}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,"central03","4mop_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,"central03","leu_DASH_L_c","{C,C,C,C,C,C}","{0,1,2,3,4,5}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,"central03","lac_DASH_L_c","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,"central03","lac_DASH_L_p","{C,C,C}","{0,1,2}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,"central03","mal_DASH_L_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,"central03","methf_c","{C}","{0}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,"central03","iasp_c","{C,C,C,C}","{0,1,2,3}",NULL,NULL,True,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
